Rattings,Review
2,"think 100 time before you place the order online.  I brought this product, later I realized that this product has no wifi connectivity. I understand that it's not there in the product description.  I tried to get it replaced with the model with wifi but replacement is allowed only when product is damaged."
2,If someone buy this product. it prints is good. but its head ink supply pipe is many times gets air bubbles and facing irritated .be careful bought this product.🤔🤔🤔🤔🤔
5,I like HP printer .printing quality is very good nd easy to install ..but this not a good quality photo printer .scanning is also good .
4,"After the usage of 3 months I nearly printed 700 pages, ink tank of the black colour reduced to half,I doubt that company can meet any near of their claim of 15000 B/W prints.It is quite possible that they are having the claim of 75 dpi print while 300 is very good.If you are printing in 600 dpi then it will use a lot.1200 dpi print takes very long to print I observed around 5 mins for 1 print."
1,This printer was mentioned as wireless. On installation it was found to be USB. Scanner is not user friendly. On the whole I am very unhappy .
3,"Printer head problem , in two years I hv replace it two times."
1,I searched for Wifi printers. This printer came up as result. I ordered. On receipt I found that this printer is not wifi capable. So disappointing! 😢😢
3,"Everything is Ok with the Printer, except for PDF documents. It does not open up directly. We need to go through Adobe. This printing service was available after HP rectified it online."
4,This is my 3rd printer from HP over last 20+ years. This one was easy to setup and use. The printing quality is good and works very well.
5,"Very good buy. Didn't get any discount,thats the sadest part.Print quality very good. Since July I have been taking at least 10 pages every week and could not detect depletion in ink level."
5,Easy to setup.Scanning and copying is good ;printing is a little slow but good quality of printouts.Arrived earlier than expected so Yay for Amazon!
5,"le lo bhaiyon, saste waale se zyada peace of mind rhega (na ink cartridge khareedne ki jhanjhat na hi ink sukhne ka darr).. 1.7 saal se ink hi khatam nhi ho rhi iski aur abhi bhi ek bottle black ki bachi hai. I am preparing for Upsc so printing acchi khaasi ho jaati hai 1200 approx pgs print ho chuke hain till date."
2,"print quality good and paper feeder take 5 to 10 sheets ata a time. also no wifi ,not value for  oney,its a shame to hp"
1,dont take printer papers not taken print worest printer hp in world
5,It is a good product. You have to follow instructions to install it yourself else call installation service. I was able to do it myself. Print quality is good and can give a lot of prints based on volume of ink provided.
3,"There are 2 main problems1) Connecting wire from printer to computer/ lap top is very small, should be minimum double then what is given.Co should send bigger one to us as it is making lot of problem.2) Receipt given with printer is not clear, Should send new clear receipt"
